Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions  L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Hard Drive Rotational Speed,Optical Drive Type,Power Source,Batteries,Screen Size,Max Screen Resolution,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,laptop_link,Hardware Platform,Flash Memory Size,Screen Resolution,Graphics Card Ram Size,Memory Speed,Average Battery Life (in hours),Package Dimensions,Rear Webcam Resolution,Voltage,Manufacturer,ASIN,Date First Available,National Stock Number
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Performance-HP-BrightView-WLED-Backlit-Quad-Core/dp/B07DT78VJJ/ref=sr_1_147?dchild=1&keywords=laptops&qid=1592921612&sr=8-147,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Extensor-rango-NETGEAR-Essentials-EX2700/dp/B00R92CL5E/ref=sr_1_148?dchild=1&keywords=laptops&qid=1592921612&sr=8-148,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Lenovo-Legion-Y540-i7-9750H-Backlit/dp/B088TVZQC4/ref=sr_1_149?dchild=1&keywords=laptops&qid=1592921612&sr=8-149,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-Dual-Core-A4-9120E-Processor-14-ds0040nr/dp/B07RVDHZCL/ref=sr_1_150?dchild=1&keywords=laptops&qid=1592921612&sr=8-150,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-Backlight-Premium-A6-9225-Ethernet/dp/B07JH1JHB9/ref=sr_1_151?dchild=1&keywords=laptops&qid=1592921612&sr=8-151,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Latitude-E7450-Business-Notebook-renovado/dp/B076DKFYF9/ref=sr_1_152?dchild=1&keywords=laptops&qid=1592921612&sr=8-152,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-Touchscreen-i5-1035G1-Solid-State-15-dy1020nr/dp/B07VZ16T9T/ref=sr_1_153?dchild=1&keywords=laptops&qid=1592921612&sr=8-153,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/ASUS-Performance-Computer-Bluetooth-Gradient/dp/B07T891NV7/ref=sr_1_154?dchild=1&keywords=laptops&qid=1592921612&sr=8-154,,,,,,,,,,,,,
ASUS,C423NA,,Chrome OS,2.6 pounds,,,Silver,Intel,2,DDR4 SDRAM,,,AC & Battery,,14 inches,,,Intel,,802.11ac,2,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A05231232HF8M1VY6S7KN&url=%2FASUS-Chromebook-Display-Processor-Included%2Fdp%2FB07VC61685%2Fref%3Dsr_1_155_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921612%26sr%3D8-155-spons%26psc%3D1&qualifier=1592921611&id=8732255909132739&widgetName=sp_mtf,PC,,,,,,19.5 x 12 x 3 inches,,,,,,
CHUWI,LapBook Pro,CHUWI LapBook Pro,Windows 10,3.15 pounds,9.7 x 6.27 x 0.4 inches,9.7 x 6.27 x 0.4 inches,Space Gray,Intel,1,DDR4 SDRAM,,,Battery,,14.1 inches,1920x1080 pixels,Intel® UHD Graphics 600,Intel,,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_2?ie=UTF8&adId=A10395031EC6MKO84K0HI&url=%2FCHUWI-LapBook-Pro-Ultra-Slim-Gemini-Lake%2Fdp%2FB086PYGZ2X%2Fref%3Dsr_1_156_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921612%26sr%3D8-156-spons%26psc%3D1&qualifier=1592921611&id=8732255909132739&widgetName=sp_mtf,PC,,1920x1080,,,8 hours,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-450-G6-Laptop-Professional/dp/B07SXBXYYK/ref=sr_1_157?dchild=1&keywords=laptops&qid=1592921612&sr=8-157,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-15-6-inch-Bluetooth-Windows-Natural/dp/B0895V96KW/ref=sr_1_158?dchild=1&keywords=laptops&qid=1592921612&sr=8-158,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Dell-Inspiron-Touchscreen-Flagship-Bluetooth/dp/B07T3LBC46/ref=sr_1_159?dchild=1&keywords=laptops&qid=1592921612&sr=8-159,,,,,,,,,,,,,
ASUS,ASUS ROG,ROG,Windows 10,5.3 pounds,14.8 x 10.31 x 1.03 inches,14.8 x 10.31 x 1.03 inches,,Intel,6,DDR4 SDRAM,,No Optical Drive,Battery Powered,1 Lithium ion batteries required.,15.6 inches,,NVIDIA GeForce GTX 1650,Nvidia,Dedicated,802.11ac,,3,https://www.amazon.com/ASUS-ROG-Computer-Hexa-Core-i7-9750H/dp/B07SZ1J9TG/ref=sr_1_160?dchild=1&keywords=laptops&qid=1592921612&sr=8-160,,512,,2 MB,2666 MHz,4 hours,,,,,,,
Llltrade,Intel,Intel Graphics 500 Core,Windows 10,2.7 pounds,12.4 x 8.1 x 0.7 inches,12.4 x 8.1 x 0.7 inches,Silver,Intel,4,DDR3 SDRAM,,,Battery Powered,1 Lithium ion batteries required. (included),15.6 inches,1080,4,Intel,,802.11b,,,https://www.amazon.com/2020-15-6-Laptop-Quad-Core-Endurance/dp/B086QDJ925/ref=sr_1_161?dchild=1&keywords=laptops&qid=1592921612&sr=8-161,PC,64 GB,,,2.5 GHz,60000 hours,,1.05 	MP	,,,,,
Avita,CN6314F551 Clarus,CN6314F551-Silver,Windows 10,3 pounds,14 x 2 x 10 inches,14 x 2 x 10 inches,Silver,Intel,1,DDR3 SDRAM,,,Battery Powered,1 Lithium Polymer batteries required.,14 inches,,Intel HD Graphics 615,Intel,Integrated,Bluetooth,,,https://www.amazon.com/Clarus-Laptop-Windows-Processor-Storage/dp/B07G1GT8S4/ref=sr_1_162?dchild=1&keywords=laptops&qid=1592921612&sr=8-162,PC,128 GB,,,3.2 GHz,10 hours,,,,,,,
MSI,GF63 THIN 9RCX-615,GF63 THIN 9RCX -615,Windows 10,7.54 pounds,14.13 x 9.99 x 0.85 inches,14.13 x 9.99 x 0.85 inches,,Intel,4,SODIMM,,No Optical Drive,,,15.6 inches,1920 x 1080,NVIDIA GeForce GTX 1050 Ti,NVIDIA,Dedicated,2.4 GHz Radio Frequency,,4,https://www.amazon.com/MSI-GF63-9RCX-615-i5-9300H/dp/B07TN4C9FY/ref=sr_1_163?dchild=1&keywords=laptops&qid=1592921612&sr=8-163,,512,,,2666 MHz,,,,,,,,
ASUS,ASUS,ASUS,Windows 10 Home,3.8 pounds,14.4 x 9.1 x 0.8 inches,14.4 x 9.1 x 0.8 inches,,AMD,2,DDR4 SDRAM,,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080,AMD Radeon Vega 3,AMD,Integrated,802.11ac,2,2,https://www.amazon.com/ASUS-VivoBook-Backlit-Keyboard-Bluetooth/dp/B07Y5PK8SC/ref=sr_1_164?dchild=1&keywords=laptops&qid=1592921612&sr=8-164,PC,256,1920 x 1080,,3.5 GHz,,,,,,,,
ASUS,VivoBook 15,F512JA-AS34,Windows 10 S,3.75 pounds,14.1 x 9.1 x 0.8 inches,14.1 x 9.1 x 0.8 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,Integrated,802.11ac,2,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A02222762Y2WKMJRLRBZK&url=%2FASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34%2Fdp%2FB0869L1326%2Fref%3Dsr_1_165_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921612%26sr%3D8-165-spons%26psc%3D1&qualifier=1592921611&id=8732255909132739&widgetName=sp_btf,PC,128,1920 x 1080 pixels,8 GB,,,,,,,,,
Lenovo,"ChromeBook Flex 5 13""",82B80006UX,Chrome OS,2.97 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Graphite Grey,Intel,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),13.3 inches,1920 x 1080 pixels,Intel Integrated Graphics,Intel,Integrated,802.11ax,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_2?ie=UTF8&adId=A0222120CE6KVIPXXDFK&url=%2FLenovo-Chromebook-i3-10110U-Integrated-82B80006UX%2Fdp%2FB086383HC7%2Fref%3Dsr_1_166_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921612%26sr%3D8-166-spons%26psc%3D1&qualifier=1592921611&id=8732255909132739&widgetName=sp_btf,Chrome,64,,,,10 hours,,,,,,,
LG,LG gram,15Z90N-R.AAS7U1,Windows 10 Home,4.34 pounds,18.4 x 8.9 x 0.7 inches,18.4 x 8.9 x 0.7 inches,,Intel,4,DDR4 SDRAM,,No Optical Drive,Battery Powered,2 Lithium ion batteries required. (included),15.6 inches,1920 x 1080,,Intel,Integrated,802.11ax,,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A07317512IY9DTKSHQECL&url=%2FLG-Gram-Laptop-Touchscreen-Thunderbolt%2Fdp%2FB082XRQFZ7%2Fref%3Dsr_1_161_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921613%26sr%3D8-161-spons%26psc%3D1&qualifier=1592921613&id=3286349282469328&widgetName=sp_atf_next,PC,8,,,,17 hours,,,,,,,
Lenovo,"ChromeBook Flex 5 13""",82B80006UX,Chrome OS,2.97 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Graphite Grey,Intel,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),13.3 inches,1920 x 1080 pixels,Intel Integrated Graphics,Intel,Integrated,802.11ax,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_2?ie=UTF8&adId=A0222120CE6KVIPXXDFK&url=%2FLenovo-Chromebook-i3-10110U-Integrated-82B80006UX%2Fdp%2FB086383HC7%2Fref%3Dsr_1_162_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921613%26sr%3D8-162-spons%26psc%3D1&qualifier=1592921613&id=3286349282469328&widgetName=sp_atf_next,Chrome,64,,,,10 hours,,,,,,,
HP,HP,HP,Windows 10 Home,3.2 pounds,12.8 x 8.9 x 0.7 inches,12.8 x 8.9 x 0.7 inches,,Intel,4,DDR4 SDRAM,,,Battery Powered,1 Lithium ion batteries required.,14 inches,1366 x 768,Intel UHD Graphics,Intel,,802.11b/g,,,https://www.amazon.com/HP-Pavilion-i5-1035G1-Graphics-Bluetooth/dp/B083CYM3TZ/ref=sr_1_163?dchild=1&keywords=laptops&qid=1592921613&sr=8-163,PC,256 GB,1366 x 768,,3.6 GHz,,,,,,,,
HP,17-ca,17-ca,Windows 10,5.56 pounds,16.33 x 10.72 x 0.96 inches,16.33 x 10.72 x 0.96 inches,,AMD,4,DDR4 SDRAM,,,Battery Powered,,17.3 inches,1600 x 900,AMD Radeon Vega 8 Graphics,Amd,Integrated,802.11b,,,https://www.amazon.com/HP-Computer-Quad-Core-802-11ac-Bluetooth/dp/B082NZX92C/ref=sr_1_164?dchild=1&keywords=laptops&qid=1592921613&sr=8-164,PC,256 GB,1600x900,,2400 MHz,,,,,,,,
HP,HP Chromebook 15-de0010nr,6JA25UA#ABA,Chrome OS,4 pounds,9.69 x 14.11 x 0.7 inches,9.69 x 14.11 x 0.7 inches,,Intel,2,DDR4 SDRAM,0.01 RPM,None,AC & Battery,1 Lithium Polymer batteries required. (included),15.6 inches,1920 x 1080,Intel HD Graphics 610,Intel,Integrated,802.11ac,,,https://www.amazon.com/HP-Chromebook-Micro-Edge-Touchscreen-15-de0010nr/dp/B07QQVPFLF/ref=sr_1_165?dchild=1&keywords=laptops&qid=1592921613&sr=8-165,PC,64,1920 x 1080,,2.3 GHz,13 hours,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-15-bs234wm-15-6-inch-Certified-Refurbished/dp/B07F2TKPFN/ref=sr_1_166?dchild=1&keywords=laptops&qid=1592921613&sr=8-166,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Acer-Chromebook-Touchscreen-Celeron-Bluetooth/dp/B087NSDNPP/ref=sr_1_167?dchild=1&keywords=laptops&qid=1592921613&sr=8-167,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Microsoft-Surface-Laptop-Intel-Core/dp/B07XJ7F6MZ/ref=sr_1_168?dchild=1&keywords=laptops&qid=1592921613&sr=8-168,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Lenovo-i3-8145U-Dual-Core-Processor-Orchid/dp/B0848VH4VT/ref=sr_1_169?dchild=1&keywords=laptops&qid=1592921613&sr=8-169,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Jumper-EZbook-X3-Laptop-Gray/dp/B0821ZJBF8/ref=sr_1_170?dchild=1&keywords=laptops&qid=1592921613&sr=8-170,,,,,,,,,,,,,
CHUWI,LapBook Pro,CHUWI LapBook Pro,Windows 10,3.15 pounds,9.7 x 6.27 x 0.4 inches,9.7 x 6.27 x 0.4 inches,Space Gray,Intel,1,DDR4 SDRAM,,,Battery,,14.1 inches,1920x1080 pixels,Intel® UHD Graphics 600,Intel,,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A10395031EC6MKO84K0HI&url=%2FCHUWI-LapBook-Pro-Ultra-Slim-Gemini-Lake%2Fdp%2FB086PYGZ2X%2Fref%3Dsr_1_171_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921613%26sr%3D8-171-spons%26psc%3D1&qualifier=1592921613&id=3286349282469328&widgetName=sp_mtf,PC,,1920x1080,,,8 hours,,,,,,,
Lenovo,"IdeaPad 3 14""",81W0003QUS,Windows 10,3.3 pounds,12.88 x 9.49 x 0.78 inches,12.88 x 9.49 x 0.78 inches,Abyss Blye,AMD,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080 pixels,AMD Integrated Graphics,AMD,Integrated,802.11ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_2?ie=UTF8&adId=A04052102LURNB4D4RAI6&url=%2FLenovo-IdeaPad-Processor-Graphics-81W0003QUS%2Fdp%2FB0862269YP%2Fref%3Dsr_1_172_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921613%26sr%3D8-172-spons%26psc%3D1&qualifier=1592921613&id=3286349282469328&widgetName=sp_mtf,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-Stream-Laptop-PC-14-ax010nr/dp/B01JLCKP34/ref=sr_1_173?dchild=1&keywords=laptops&qid=1592921613&sr=8-173,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Dell-3000-15-6-inch-Touchscreen-i3-1005G1/dp/B088K23635/ref=sr_1_174?dchild=1&keywords=laptops&qid=1592921613&sr=8-174,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Lenovo-Convertible-i3-8145U-Processor-Graphics/dp/B07S2SG2PG/ref=sr_1_175?dchild=1&keywords=laptops&qid=1592921613&sr=8-175,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Latest_Dell-Generation-i5-1035G1-Fingerprint-HDMI%EF%BC%8CWindow/dp/B084S7TPZN/ref=sr_1_176?dchild=1&keywords=laptops&qid=1592921613&sr=8-176,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Ya-Shivu-Bolshom-Dome-Kholme/dp/B06W5H3FY6/ref=sr_1_177?dchild=1&keywords=laptops&qid=1592921613&sr=8-177,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/ASUS-7-4800H-Octa-Core-Backlit-Ethernet/dp/B089LLKR66/ref=sr_1_178?dchild=1&keywords=laptops&qid=1592921613&sr=8-178,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Lenovo-Touchscreen-Chromebook-Quad-Core-Bluetooth/dp/B07D5TF3Q1/ref=sr_1_179?dchild=1&keywords=laptops&qid=1592921613&sr=8-179,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Newest-ASUS-VivoBook-Bluetooth-Windows/dp/B088KR8FZR/ref=sr_1_180?dchild=1&keywords=laptops&qid=1592921613&sr=8-180,,,,,,,,,,,,,
ASUS,C423NA,,Chrome OS,2.6 pounds,,,Silver,Intel,2,DDR4 SDRAM,,,AC & Battery,,14 inches,,,Intel,,802.11ac,2,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_1?ie=UTF8&adId=A05231232HF8M1VY6S7KN&url=%2FASUS-Chromebook-Display-Processor-Included%2Fdp%2FB07VC61685%2Fref%3Dsr_1_181_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921613%26sr%3D8-181-spons%26psc%3D1&qualifier=1592921613&id=3286349282469328&widgetName=sp_btf,PC,,,,,,19.5 x 12 x 3 inches,,,,,,
ASUS,VivoBook 15,F512JA-AS34,Windows 10 S,3.75 pounds,14.1 x 9.1 x 0.8 inches,14.1 x 9.1 x 0.8 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,Integrated,802.11ac,2,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_2?ie=UTF8&adId=A02222762Y2WKMJRLRBZK&url=%2FASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34%2Fdp%2FB0869L1326%2Fref%3Dsr_1_182_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921613%26sr%3D8-182-spons%26psc%3D1&qualifier=1592921613&id=3286349282469328&widgetName=sp_btf,PC,128,1920 x 1080 pixels,8 GB,,,,,,,,,
LG,LG gram,15Z90N-R.AAS7U1,Windows 10 Home,4.34 pounds,18.4 x 8.9 x 0.7 inches,18.4 x 8.9 x 0.7 inches,,Intel,4,DDR4 SDRAM,,No Optical Drive,Battery Powered,2 Lithium ion batteries required. (included),15.6 inches,1920 x 1080,,Intel,Integrated,802.11ax,,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A07317512IY9DTKSHQECL&url=%2FLG-Gram-Laptop-Touchscreen-Thunderbolt%2Fdp%2FB082XRQFZ7%2Fref%3Dsr_1_177_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921614%26sr%3D8-177-spons%26psc%3D1&qualifier=1592921614&id=5936385556244525&widgetName=sp_atf_next,PC,8,,,,17 hours,,,,,,,
Lenovo,"ChromeBook Flex 5 13""",82B80006UX,Chrome OS,2.97 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Graphite Grey,Intel,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),13.3 inches,1920 x 1080 pixels,Intel Integrated Graphics,Intel,Integrated,802.11ax,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_2?ie=UTF8&adId=A0222120CE6KVIPXXDFK&url=%2FLenovo-Chromebook-i3-10110U-Integrated-82B80006UX%2Fdp%2FB086383HC7%2Fref%3Dsr_1_178_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921614%26sr%3D8-178-spons%26psc%3D1&qualifier=1592921614&id=5936385556244525&widgetName=sp_atf_next,Chrome,64,,,,10 hours,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-Pavilion-Touchscreen-i7-1065G7-Bluetooth/dp/B0826R1RNL/ref=sr_1_179?dchild=1&keywords=laptops&qid=1592921614&sr=8-179,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Dell-Latitude-E5450-Certified-Refurbished/dp/B07CTRFHW9/ref=sr_1_180?dchild=1&keywords=laptops&qid=1592921614&sr=8-180,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Dell-Latitude-7000-7480-Business/dp/B07BC59CBD/ref=sr_1_181?dchild=1&keywords=laptops&qid=1592921614&sr=8-181,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/LG-Gram-Laptop-13Z990-AAS5U1/dp/B07NGCJW4R/ref=sr_1_182?dchild=1&keywords=laptops&qid=1592921614&sr=8-182,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Lenovo-S340-Anti-Glare-i3-8145U-Bluetooth/dp/B07VD973WF/ref=sr_1_183?dchild=1&keywords=laptops&qid=1592921614&sr=8-183,,,,,,,,,,,,,
Dell,Dell inspiron 5000 Laptop,Dell inspiron 5000,Windows 10 Home,4.03 pounds,14.33 x 9.8 x 0.71 inches,14.33 x 9.8 x 0.71 inches,Silver,Intel,4,DDR4 SDRAM,,,AC & Battery,1 Lithium ion batteries required. (included),15.6 inches,FHD Display,Intel Iris Plus Graphics,Intel,,802.11ac,,,https://www.amazon.com/Dell-5000-15-6-inch-Touchscreen-i7-1065G7/dp/B087Q1F133/ref=sr_1_184?dchild=1&keywords=laptops&qid=1592921614&sr=8-184,PC,,1920x1080,,3.9 GHz,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Business-Computer-i7-8550U-Bluetooth-Professional/dp/B07CNQHLQG/ref=sr_1_185?dchild=1&keywords=laptops&qid=1592921614&sr=8-185,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Lenovo-ThinkPad-E15-1920x1080-i5-10210U/dp/B086MTSCLQ/ref=sr_1_186?dchild=1&keywords=laptops&qid=1592921614&sr=8-186,,,,,,,,,,,,,
CHUWI,LapBook Pro,CHUWI LapBook Pro,Windows 10,3.15 pounds,9.7 x 6.27 x 0.4 inches,9.7 x 6.27 x 0.4 inches,Space Gray,Intel,1,DDR4 SDRAM,,,Battery,,14.1 inches,1920x1080 pixels,Intel® UHD Graphics 600,Intel,,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A10395031EC6MKO84K0HI&url=%2FCHUWI-LapBook-Pro-Ultra-Slim-Gemini-Lake%2Fdp%2FB086PYGZ2X%2Fref%3Dsr_1_187_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921614%26sr%3D8-187-spons%26psc%3D1&qualifier=1592921614&id=5936385556244525&widgetName=sp_mtf,PC,,1920x1080,,,8 hours,,,,,,,
Lenovo,"IdeaPad 3 14""",81W0003QUS,Windows 10,3.3 pounds,12.88 x 9.49 x 0.78 inches,12.88 x 9.49 x 0.78 inches,Abyss Blye,AMD,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080 pixels,AMD Integrated Graphics,AMD,Integrated,802.11ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_2?ie=UTF8&adId=A04052102LURNB4D4RAI6&url=%2FLenovo-IdeaPad-Processor-Graphics-81W0003QUS%2Fdp%2FB0862269YP%2Fref%3Dsr_1_188_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921614%26sr%3D8-188-spons%26psc%3D1&qualifier=1592921614&id=5936385556244525&widgetName=sp_mtf,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Dell-22-Inch-LED-Lit-Certified-Refurbished/dp/B00UJVIX3Q/ref=sr_1_189?dchild=1&keywords=laptops&qid=1592921614&sr=8-189,,,,,,,,,,,,,
HP,EliteBook,7KK35UT,Unknown,4.87 pounds,2 x 4 x 8 inches,2 x 4 x 8 inches,,Unknown,1,Unknown,,No Optical Drive,,1 Lithium ion batteries required. (included),14 inches,1920 x 1080,Intel UHD Graphics,Intel,Integrated,Bluetooth,2,1,https://www.amazon.com/HP-EliteBook-840-Notebook-Plane/dp/B07SMBC4KG/ref=sr_1_190?dchild=1&keywords=laptops&qid=1592921614&sr=8-190,Unknown,512,,,,,,2.1 	MP	,,,,,
Acer,Acer 15.6 Convertible Chromebook,Acer 15.6 Convertible Chromebook,Chrome OS,6.04 pounds,15.2 x 10.3 x 0.79 inches,15.2 x 10.3 x 0.79 inches,,Intel,4,DDR4 SDRAM,,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080,Intel,Intel,Integrated,802.11ac,,2,https://www.amazon.com/Acer-15-6-Touchscreen-Convertible-Chromebook/dp/B082VLXHRD/ref=sr_1_191?dchild=1&keywords=laptops&qid=1592921614&sr=8-191,PC,32,1920x1080,2 MB,2.5 GHz,,,,,,,,
Lenovo,Lenovo,NB-LN-THINKPAD_YOGA_11E-NB-A4-1.8-4-128S,Windows 7 Professional,3.3 pounds,8.2 x 11.81 x 0.88 inches,8.2 x 11.81 x 0.88 inches,,Intel,4,DDR3 SDRAM,,,AC,1 Lithium ion batteries required. (included),11.6 inches,,INTEL,Intel,Integrated,Bluetooth,2,,https://www.amazon.com/Lenovo-ThinkPad-11-6-Inch-Celeron-Windows/dp/B076ZR3QCL/ref=sr_1_192?dchild=1&keywords=laptops&qid=1592921614&sr=8-192,PC,128 GB,,,1.8 GHz,,,,,,,,
HP,Intel,4ND16UA,Windows 10,4.1 pounds,14.96 x 9.99 x 0.94 inches,14.96 x 9.99 x 0.94 inches,4G,Intel,4,Unknown,5400 RPM,No Optical Drive,AC & Battery,1 Lithium Metal batteries required. (included),15.6 inches,1366 x 768,Intel,Intel,Integrated,802.11a,2,1,https://www.amazon.com/HP-15-6-Inch-Touchscreen-Pentium-DDR4-2400/dp/B07KDQW7Q1/ref=sr_1_193?dchild=1&keywords=laptops&qid=1592921614&sr=8-193,Unknown,,1366x768,,2133 MHz,5 hours,,,,,,,
